Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
C-001581090,2023-05-13T05:00:00Z,VIA GIRADOT BOGOTA KM 42+100,"4°15'36""N","74°32'45.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T08:45:00Z,HERIDO,VOLCAMIENTO,VEHÍCULO,CAMIÓN,PÚBLICO,202,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
A001579194,2023-05-14T05:00:00Z,AV MANUEL HUMBERTO CON CLL 18,"4°35'20""N","74°26'89.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T00:51:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,115,ILESO,SI,1.0,MOTOCICLETA,MAYO
C-001581091,2023-05-15T05:00:00Z,VIA BOGOTA GIRADOT KM 73+900,"4°22'29""N","74°23'17.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:50:00Z,HERIDO,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,0,ILESO,SI,0,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579195,2023-05-17T05:00:00Z,CALLE 9 CON CRA 7,"4°20'30""N","74°21'43.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T22:20:00Z,HERIDO,ATROPELLO,OTRO,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
A001579197,2023-05-20T05:00:00Z,CLL 22 52 42,"4°32'29""N","74°39'08.0""W",LA GRAN COLOMBIA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T17:15:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,105,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,157,ILESO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579198,2023-05-25T05:00:00Z,CLL 22 CRA 68,"4°19'35""N","74°24'03.0""W",FRENTE AL GRAN SURTIDOR,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T19:40:00Z,HERIDO,ATROPELLO,OTRO,CAMIONETA,PARTICULAR,112,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
A001579200,2023-05-30T05:00:00Z,AUTOPISTA PANAMERICANA KM 56,"4°33'93""N","74°37'61.0""W",FRENTE A LA RAMONA,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T23:40:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,105,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579201,2023-06-02T05:00:00Z,TV 3B 22 78,"4°19'36""N","74°21'55.0""W",OBRERO,SUR ORIENTAL,NO APLICA,FEMENINO,1899-12-31T23:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,143,ILESO,SI,NEGATIVA,MOTOCICLETA,JUNIO
A001577202,2023-06-02T05:00:00Z,DG 23 CRA 17,"4°35'20""N","74°26'89.0""W",SAN MATEO,OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:01:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,115,ILESO,SI,1,CAMIÓN,PÚBLICO,115,ILESO,SI,3.0,NO APLICA,JUNIO
A001579203,2023-06-06T05:00:00Z,CRA 7 CALLE 10,"4°35'20""N","74°26'89.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T05:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PÚBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,115,ILESO,SI,2.0,MOTOCICLETA,JUNIO
C-001581092,2023-06-09T05:00:00Z,VIA BOGOTA GIRADOT KM 76+950,"4°23'32""N","74°23'29.0""W",VALSALICE,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T06:45:00Z,HERIDO,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,0,ILESO,SI,0,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,3.0,MOTOCICLETA,JUNIO
C-001581140,2023-06-11T05:00:00Z,VIA GIRADOT BOGOTA KM 02+200,"4°26'13""N","74°25'07.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T18:39:00Z,HERIDO,CHOQUE,OBJETO FIJO,CAMIONETA,PARTICULAR,157,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,JUNIO
C-001581141,2023-06-12T05:00:00Z,VIA GIRADOT BOGOTA KM 57+700,"4°17'47""N","74°27'27.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:26:16Z,HERIDO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,2,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JUNIO
A001579204,2023-06-17T05:00:00Z,CLLE 25 36 85,"4°35'20""N","74°26'89.0""W",LA QUERENCIA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T21:55:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,131,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JUNIO
A001579205,2023-06-17T05:00:00Z,CALLE 1 BORTE CARRERA 4,"4°20'56""N","74°21'37.0""W",LA CABAÑA,NORTE,NO APLICA,MASCULINO,1899-12-31T06:50:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,114,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,JUNIO
A001579206,2023-06-17T05:00:00Z,AV CALLE 8 12 12,"4°34'12""N","74°36'56.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T01:36:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,113,ILESO,NO,SIN INFORMACION,MOTOCICLETA,JUNIO
A001579207,2023-06-17T05:00:00Z,VEREDA LA ISLA,"4°14'01""N","74°23'54.0""W",VERELA LA ISLA,NO APLICA,SUR ORIENTAL,MASCULINO,1899-12-31T16:40:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,116,ILESO,SI,NEGATIVA,NO APLICA,JUNIO
C-001581143,2023-06-18T05:00:00Z,VIA GIRADOT BOGOTA KM 72+250,"4°21'47""N","74°22'54.0""W",RESGUARDO,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T15:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,0,CAMIÓN,PÚBLICO,157,ILESO,SI,NEGATIVA,MOTOCICLETA,JUNIO
C-001581144,2023-06-19T05:00:00Z,VIA GIRADOT BOGOTA KM 55+100,"4°16'54""N","74°28'33.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:00:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,139,HERIDO,SI,0,MOTOCICLETA,PARTICULAR,121,ILESO,SI,NEGATIVA,MOTOCICLETA,JUNIO
A001579208,2023-06-19T05:00:00Z,CALLE 25 70 87,"4°32'67""N","74°40'59.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T13:40:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,112,ILESO,SI,1,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,JUNIO
A001579209,2023-06-20T05:00:00Z,CRA 7 CON CLLE 9,"4°35'20""N","74°26'89.0""W",CENTRO,CENTRO,NO APLICA,FEMENINO,1899-12-31T12:20:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,112,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,NEGATIVA,MOTOCICLETA,JUNIO
C-001581186,2023-07-03T05:00:00Z,VIA GIRADOT BOGOTA KM 76+600,"4°23'25""N","74°23'28.0""W",USATHAMA,SIN INFORMACION,OCCIDENTAL,MASCULINO,1899-12-31T22:20:00Z,HERIDO,ATROPELLO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JULIO
C-001581185,2023-07-04T05:00:00Z,VIA GIRADOT BOGOTA KM 44+845,"4°13'31""N","74°31'85.0""W",BOQUERON,SIN INFORMACION,SUR OCCIDENTAL,MASCULINO,1900-01-01T00:06:16Z,HERIDO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JULIO
C-001581187,2023-07-08T05:00:00Z,VIA GIRADOT BOGOTA KM 72+720,"4°21'59""N","74°22'58.0""W",QUEBRAJACHO,SIN INFORMACION,OCCIDENTAL,MASCULINO,1899-12-31T22:45:00Z,MUERTO,CHOQUE,OBJETO FIJO,AUTOMOVIL,PARTICULAR,157.0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,JULIO
C-001581188,2023-07-16T05:00:00Z,VIA GIRADOT BOGOTA KM 76+305,"4°23'17""N","74°23'28.0""W",VALSALICE,SIN INFORMACION,SUR OCCIDENTAL,MASCULINO,1900-01-01T00:06:16Z,HERIDO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,121.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
C-001581189,2023-07-24T05:00:00Z,VIA SILVANIA KM71+300,"4°21'19""N","74°22'31.0""W",VALSALICE,SIN INFORMACION,SUR OCCIDENTAL,SIN INFORMACION,,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
C-001581190,2023-07-22T05:00:00Z,VIA GIRADOT BOGOTA KM 74+815,"4°22'52""N","74°23'07.0""W",BOSACHOQUE,SIN INFORMACION,OCCIDENTAL,MASCULINO,1900-01-01T00:11:16Z,HERIDO,ATROPELLO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JULIO
C-001581145,2023-07-03T05:00:00Z,VIA GIRADOT BOGOTA KM 52+530,"4°16'16""N","74°29'41.0""W",CHINAUTA,SIN INFORMACION,SUR OCCIDENTAL,MASCULINO,1899-12-31T12:10:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MICROBUS,PUBLICO,301.0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579220,2023-07-17T05:00:00Z,AV LAS PALMAS CRA 8 Y 9,"4°34'19""N","74°36'34.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T19:00:00Z,HERIDO,ATROPELLO,SIN INFORMACION,AUTOMÓVIL,PARTICULAR,0,HERIDO,SI,NEGATIVA,MICROBUS,PUBLICO,121.0,ILESO,SI,NEGATIVA,SIN INFORMACION,JULIO
A001579221,2023-07-19T05:00:00Z,CLLE 22 CRA 69 LA PAMPA,"4°32'67""N","74°40'46.0""W",LA PAMPA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1900-01-01T00:11:16Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,145.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,NO,SIN INFORMACION,MOTOCICLETA,JULIO
A001579222,2023-07-19T05:00:00Z,TV 12 16B 05,"4°33'64""N","74°36'59.0""W",EL CANEY,OCCIDENTAL,SIN INFORMACION,MASCULINO,1904-06-17T04:56:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,145.0,HERIDO,SI,NEGATIVA,MICROBUS,PUBLICO,145.0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579223,2023-07-20T05:00:00Z,AV CALLE 8 CRA 15,"4°34'15""N","74°36'76.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T11:10:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,127.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579224,2023-07-21T05:00:00Z,CRA 8 CALLE 10A,"4°20'26""N","74°21'47.0""W",POTOSI,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T05:55:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,NEGATIVA,AUTOMOVIL,PUBLICO,112.0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579225,2023-07-22T05:00:00Z,DG 16 CRA 7,"4°20'12""N","74°21'46.0""W",COBURGO,ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T06:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,112.0,ILESO,NO,SIN INFORMACION,SIN INFORMACION,JULIO
A001579226,2023-07-23T05:00:00Z,TV 12 CALLE 17,"4°16'16""N","74°29'41.0""W",BALMORAL,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1900-01-01T01:01:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,112.0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579227,2023-07-27T05:00:00Z,CLLE 22 FRENTE DIRECCIÓN 73 48,"4°19'36""N","74°24'29.0""W",LA PAMPA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T07:04:00Z,HERIDO,CHOQUE,VEHÍCULO,TRACTOCAMIÓN,PUBLICO,132.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,114.0,HERIDO,NO,SIN INFORMACION,MOTOCICLETA,JULIO
A001579228,2023-07-28T05:00:00Z,TV 1 ESTE 22A 13,"4°16'16""N","74°29'41.0""W",LOS COMUNEROS,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1900-01-01T00:36:16Z,HERIDO,CHOQUE,VEHÍCULO,BICICLETA,PARTICULAR,202.0,HERIDO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JULIO
A001579210,2023-07-02T05:00:00Z,VIA FGGA ARBELAEZ EL CUJA,"4°32'28""N","74°39'00.0""W",EL CUJA,SIN INFORMACION,SUR OCCIDENTAL,MASCULINO,1899-12-31T18:50:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,CAMIÓN,PUBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579211,2023-07-04T05:00:00Z,CALLE 22 CRA 71,"4°16'16""N","74°29'41.0""W",LA PAMPA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T22:21:00Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,0,ILESO,SI,NEGATIVA,CAMIONETA,PARTICULAR,121.0,ILESO,SI,NEGATIVA,SIN INFORMACION,JULIO
A001579212,2023-07-07T05:00:00Z,VIA GIRADOT BOGOTA KM68+800MTS,"4°33'70""N","74°37'64.0""W",SOLO MILLO,OCCIDENTAL,SIN INFORMACION,MASCULINO,1900-01-01T00:56:16Z,HERIDO,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,102.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,121.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579213,2023-07-09T05:00:00Z,CLLE 5 CRA 4A ESTE,"4°34'55""N","74°35'57.0""W",PEKIN,ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T17:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,127.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579214,2023-07-11T05:00:00Z,AV LAS PALMAS CRA 8,"4°20'32""N","74°21'48.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1900-01-01T03:24:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,142.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579215,2023-07-12T05:00:00Z,CRA 6 CLLE 24,"4°32'65""N","74°36'82.0""W",LA MARSELLA,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T15:00:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,123.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579216,2023-07-12T05:00:00Z,DG 23 16 90,"4°19'54""N","74°22'29.0""W",CATAMA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T10:02:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,MICROBUS,PUBLICO,157.0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,JULIO
A001579217,2023-07-14T05:00:00Z,DG 23 TV 13A,"4°33'77""N","74°37'22.0""W",SAN MATEO,OCCIDENTAL,SIN INFORMACION,MASCULINO,1900-01-01T01:46:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,115.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,JULIO
A001579218,2023-07-16T05:00:00Z,CLLE 5 3 16,"4°32'44""N","74°36'36.0""W",EMILIO SIERRA,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T23:45:00Z,HERIDO,ATROPELLO,SIN INFORMACION,AUTOMÓVIL,PARTICULAR,115.0,ILESO,SI,3,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,JULIO
A001579219,2023-07-16T05:00:00Z,CALLE 25 44 36B,"4°19'43""N","74°23'17.0""W",LA QUERENCIA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T11:20:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,123.0,ILESO,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,JULIO
A001579229,2023-08-02T05:00:00Z,CRA 8 ENTRE AV PALMAS CLL 9,"4°20'32""N","74°21'47.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T18:25:00Z,HERIDO,CHOQUE,SIN INFORMACION,AUTOMÓVIL,PUBLICO,157.0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,AGOSTO
A001579230,2023-08-04T05:00:00Z,KM 8 VEREDA LA TRINIDAD,"4°37'24""N","74°34'36.0""W",VEREDA TIERRA NEGRA,SIN INFORMACION,NORTE,MASCULINO,1899-12-31T21:55:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,101.0,ILESO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579231,2023-08-11T05:00:00Z,TV 12 CON CALLE 23,"4°19'43""N","74°23'17.0""W",SANTA TERESITA,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1901-12-30T04:56:16Z,HERIDO,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,AGOSTO
A001579232,2023-08-11T05:00:00Z,CRA 6 CALLE 19B,"4°19'43""N","74°23'17.0""W",BALMORAL,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T19:05:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PUBLICO,122.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579233,2023-08-12T05:00:00Z,CLL 25 36 73,"4°38'27""N","74°38'67.0""W",LA QUERENCIA,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T11:20:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,114.0,ILESO,NO,SIN INFORMACION,BICICLETA,PARTICULAR,0,HERIDO,NO,SIN INFORMACION,MOTOCICLETA,AGOSTO
A001579234,2023-08-16T05:00:00Z,TV 17 DG 23,"4°19'53""N","74°22'17.0""W",LA MARSELLA,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T13:35:00Z,HERIDO,CHOQUE,SIN INFORMACION,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,157.0,ILESO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579235,2023-08-16T05:00:00Z,TV 12 CALLE 16B,"4°20'14""N","74°21'55.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T17:50:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579236,2023-08-19T05:00:00Z,CRA 6 14 75,"4°33'74""N","74°36'17.0""W",COBURGO,ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T19:45:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,141.0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,105.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579237,2023-08-21T05:00:00Z,TV 12 CON CLL 22,"4°19'43""N","74°23'17.0""W",BALMORAL,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T21:10:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,OFICIAL,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579238,2023-08-22T05:00:00Z,TV 12 DG 19 B,"4°33'36""N","74°36'98.0""W",BALMORAL,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T06:25:00Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,103.0,ILESO,SI,NEGATIVA,MICROBUS,PUBLICO,0,ILESO,SI,NEGATIVA,SIN INFORMACION,AGOSTO
A001579239,2023-08-23T05:00:00Z,CRA 6 19 64,"4°33'14""N","74°36'53.0""W",BALMORAL,SUR ORIENTAL,SIN INFORMACION,MASCULINO,1900-01-01T00:36:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579240,2023-08-23T05:00:00Z,CRA 27 CLL 3,"4°34'55""N","74°37'73.0""W",FRENTE TERMINAL,OCCIDENTAL,SIN INFORMACION,MASCULINO,1900-01-01T02:11:16Z,HERIDO,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,122.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,139.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579241,2023-08-26T05:00:00Z,CLL 30 2 ESTE 90,"4°19'17""N","74°21'35.0""W",SAUCES,ORIENTAL,SIN INFORMACION,MASCULINO,1899-12-31T21:56:00Z,HERIDO,OTROS,SIN INFORMACION,MICROBUS,PUBLICO,154.0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,AGOSTO
A001579242,2023-08-26T05:00:00Z,CLL 25 50 112,"4°19'37""N","74°23'40.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,SIN INFORMACION,MASCULINO,1899-12-31T12:30:00Z,HERIDO,CHOQUE,SIN INFORMACION,CAMIONETA,PUBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,102.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579243,2023-08-24T05:00:00Z,TV 12 CRA 9,"4°33'42""N","74°36'36.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T05:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PUBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,142.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,AGOSTO
A001579244,2023-08-30T05:00:00Z,TV 12 CLL 16B,"4°20'13""N","74°21'56.0""W",CENTRO,CENTRO,SIN INFORMACION,MASCULINO,1899-12-31T23:28:00Z,HERIDO,ATROPELLO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,127.0,ILESO,SI,NEGATIVA,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,AGOSTO
